SakaID,SakaMetni,TepkiMetinleri,Kategori,AltKategori,Dil,UygunlukFiltresi
J120,"Bir boksör neden espri yapamaz?","[""Neden?"", ""Çünkü hep 'punchline'ı unutur."", ""İngilizce espri.""]",Mesleki_Espri,Spor,TR,Genel
J121,"Sürekli yalan söyleyen birine ne denir?","[""Ne denir?"", ""Siyasetçi."", ""Bu biraz politik oldu.""]",Kara_Mizah,Politik,TR,Kara_Mizah_Seviye1
J122,"En soğuk dağ hangisidir?","[""Hangisi?"", ""Ağrı Dağı. Çünkü hep ağrır."", ""Bu acıttı.""]",Soguk_Espri,,TR,Genel
J123,"İki duvar konuşuyormuş. Ne demişler?","[""Ne demişler?"", ""Köşede buluşalım."", ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J124,"En çok hangi hayvanın başı ağrır?","[""Hangisinin?"", ""Ağaçkakanın."", ""Doğal olarak.""]",Soguk_Espri,,TR,Genel
J125,"Bir pijamayla diğer pijama ne demiş?","[""Ne demişler?"", ""Sende de ne çok uyku var."", ""Doğru tespit.""]",Soguk_Espri,,TR,Genel
J126,"Temel, bir dükkana girmiş ve sormuş: 'Bu ne kadar?' Satıcı '10 lira' demiş. Temel 'Ya bu?' diye sormuş. Satıcı 'O 100 lira' demiş. Temel 'Niye o kadar pahalı?' diye sorunca satıcı 'O, o-rijinal' demiş.","[""Temel ve markalar."", ""Hahaha!"", ""Orijinal her zaman pahalıdır.""]",Bolgesel_Fikra,Temel,TR,Genel
J127,"En çalışkan arı hangisidir?","[""Hangisi?"", ""İşçi arı."", ""Bu şaka değil, gerçek.""]",Soguk_Espri,,TR,Genel
J128,"Hangi kalemle yazı yazılmaz?","[""Hangisiyle?"", ""Kontrol kalemiyle."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J129,"Adamın biri o kadar pintiymiş ki, horozunun öttüğü her sefer için ondan kira istiyormuş.","[""Pintiliğin bu kadarı."", ""İnanılmaz."", ""Komik.""]",Absurt_Mizah,,TR,Genel
J130,"Bir şövalye neden zırhını çıkarmaz?","[""Neden?"", ""Çünkü paslanmaktan korkar."", ""Bakım önemli.""]",Soguk_Espri,,TR,Genel
J131,"En çok hangi balık ağlar?","[""Hangisi?"", ""Ağlayan balık."", ""Bu kadar basit miydi?""]",Soguk_Espri,,TR,Genel
J132,"En çok hangi ilimizde araba vardır?","[""Hangisinde?"", ""Kars."", ""Cars... anladım.""]",Kelime_Oyunu,,TR,Genel
J133,"Bir öğretmen neden gözlük takar?","[""Neden?"", ""Çünkü öğrencilerin notlarını daha iyi görmek için."", ""Kesinlikle doğru.""]",Mesleki_Espri,Egitim,TR,Genel
J134,"Nasreddin Hoca'ya sormuşlar: 'Dünyanın merkezi neresi?' Hoca eşeğinin ayağını gösterip 'Burası' demiş. 'Nereden biliyorsun?' dediklerinde 'İnanmazsanız ölçün' demiş.","[""Hoca'dan net cevap."", ""Zekice."", ""Klasik.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J135,"Bir iskelet diğerine neden kızmış?","[""Neden?"", ""Çünkü sinirine dokunmuş."", ""Bu iyiydi.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J136,"Hangi macun yenir?","[""Hangisi?"", ""Lahmacun."", ""Acıktım.""]",Soguk_Espri,,TR,Genel
J137,"En çok top olan şehir hangisidir?","[""Hangisi?"", ""Top-kat."", ""Bu zorlamaydı.""]",Kelime_Oyunu,,TR,Genel
J138,"Bir kedi ağaca çıkmış, nasıl iner?","[""Nasıl?"", ""İn-mez, kedi o."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J139,"En çok hangi hayvan kitap okur?","[""Hangisi?"", ""Kitap kurdu."", ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J140,"Bir adam 'karım nerede?' diye bağırmış. Ne olmuş?","[""Ne olmuş?"", ""Kar yağıyormuş."", ""Anladım.""]",Kelime_Oyunu,,TR,Genel
J141,"En çok hangi mevsimde inşaat yapılır?","[""Hangisinde?"", ""İlk-bahar."", ""Temel atma zamanı.""]",Kelime_Oyunu,,TR,Genel
J142,"Bir adamın saçı varmış, sakalı yokmuş. Sonra ne olmuş?","[""Ne olmuş?"", ""Saç sakal birbirine karışmış."", ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J143,"En çok korkan su hangisidir?","[""Hangisi?"", ""Tir-su."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J144,"Hangi kurt en kibardır?","[""Hangisi?"", ""Teşekkür-kurt."", ""Kibar kurt.""]",Kelime_Oyunu,,TR,Genel
J145,"Sarı enerji içeceği geldi mi?","[""Geldi!"", ""Süper şarj zamanı!"", ""İhtiyacım vardı.""]",Rituel,Sim_Ozel,TR,Genel
J146,"Bir müteahhit ölünce ne der?","[""Ne der?"", ""Ben toprağa değil, kat karşılığı giriyorum."", ""Meslek hastalığı.""]",Mesleki_Espri,Insaat,TR,Genel
J147,"En zengin harf hangisidir?","[""Hangisi?"", ""P. Çünkü para p ile başlar."", ""Mantıklı.""]",Kelime_Oyunu,,TR,Genel
J148,"Adamın biri kekemeymiş, ölmek üzereyken ne demiş?","[""Ne demiş?"", ""Ke-ke-ke-kendinize iyi bakın."", ""Hüzünlü ama komik.""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J149,"En çok sinirlenen meyve hangisidir?","[""Hangisi?"", ""Nar. Çünkü hep sıkılır."", ""Nar suyu.""]",Kelime_Oyunu,,TR,Genel
J150,"Bir çekiçle bir vida neden arkadaş olamaz?","[""Neden?"", ""Çünkü çekiç hep vidanın kafasına vurur."", ""Zorbalık.""]",Soguk_Espri,,TR,Genel
J151,"Denizin ortasında ne vardır?","[""Ne vardır?"", ""'N' harfi."", ""Bu çok iyiydi.""]",Kelime_Oyunu,,TR,Genel
J152,"Hangi tarlada havuç yetişmez?","[""Hangisinde?"", ""Mayın tarlasında."", ""Kesinlikle doğru.""]",Kara_Mizah,,TR,Kara_Mizah_Seviye1
J153,"En çok hangi hayvanın canı sıkılır?","[""Hangisinin?"", ""Can-avarın."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J154,"Adamın biri uzaya gitmiş, ne olmuş?","[""Ne olmuş?"", ""Uzay boşluğuna düşmüş."", ""Yerçekimi yok.""]",Soguk_Espri,,TR,Genel
J155,"Hangi gemi yüzmez?","[""Hangisi?"", ""Eğitim gemisi."", ""Yerinde sayar.""]",Soguk_Espri,,TR,Genel
J156,"En çok hangi ilimizde balık tutulur?","[""Hangisinde?"", ""Ağrı. Çünkü oltayı atıp bekliyorsun."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J157,"Bir fil saklanırsa ne olur?","[""Ne olur?"", ""Görünmez."", ""Bu bir şaka mıydı?""]",Absurt_Mizah,,TR,Genel
J158,"Hangi dağda ateş yanmaz?","[""Hangisinde?"", ""Yanardağda. Zaten yanıyor."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J159,"En çok acıkan ilimiz hangisidir?","[""Hangisi?"", ""Acı-payam."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J160,"Bir yamyam diğerine ne demiş?","[""Ne demiş?"", ""Geçen gün bir palyaço yedim, tadı bir komikti."", ""Yamyam gurmesi.""]",Kara_Mizah,Yamyam,TR,Kara_Mizah_Seviye2
J161,"En çok hangi hayvan yalan söyler?","[""Hangisi?"", ""Yılan."", ""Yılan hikayesi.""]",Kelime_Oyunu,,TR,Genel
J162,"En çok hangi balık telefonda konuşur?","[""Hangisi?"", ""Alo-balık."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J163,"Temel'in en sevdiği spor nedir?","[""Nedir?"", ""At-letizm."", ""Atları seviyor.""]",Bolgesel_Fikra,Temel,TR,Genel
J164,"En çok hangi ilimizde trafik vardır?","[""Hangisinde?"", ""Yoz-gat. Çünkü 'yoz' 'geç' demek."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J165,"Bir matematik problemi neden üzgündü?","[""Neden?"", ""Çünkü çok fazla problemi vardı."", ""Anlıyorum onu.""]",Bilimsel_Espri,Matematik,TR,Genel
J166,"En çok hangi çiçek su ister?","[""Hangisi?"", ""Sultan-ahmet."", ""Sultanahmet çeşmesi.""]",Kelime_Oyunu,,TR,Genel
J167,"Hangi bebek emeklemez?","[""Hangisi?"", ""Göz bebeği."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J168,"En çok hangi kuşun sesi güzeldir?","[""Hangisinin?"", ""Bülbül. Çünkü hep 'şarkı' söyler."", ""Bu doğru.""]",Soguk_Espri,,TR,Genel
J169,"Bir adam 'ben gidiyorum' demiş. Nereye gitmiş?","[""Nereye?"", ""Gideceği yere."", ""Bu bir cevap değil.""]",Absurt_Mizah,,TR,Genel
J170,"En çok hangi hayvanın parası vardır?","[""Hangisinin?"", ""Para-keet (muhabbet kuşu)."", ""İngilizce espri.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J171,"Hangi doktor hastasına bakmaz?","[""Hangisi?"", ""Doktor-a yapan."", ""Akademik doktor.""]",Mesleki_Espri,Egitim,TR,Genel
J172,"En çok hangi harf su içer?","[""Hangisi?"", ""F. Çünkü 'ef-su' deriz."", ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J173,"Bir araba neden ağlar?","[""Neden?"", ""Çünkü lastiği patlamıştır."", ""Canı acımış.""]",Soguk_Espri,,TR,Genel
J174,"En çok hangi şehirde üşürüz?","[""Hangisinde?"", ""Buz-luca."", ""Soğuk bir yer.""]",Kelime_Oyunu,,TR,Genel
J175,"Turuncu besin geldi mi?","[""Geldi!"", ""Vitamin zamanı!"", ""Enerji dolu!""]",Rituel,Sim_Ozel,TR,Genel
J176,"En çok hangi hayvanın uykusu gelir?","[""Hangisinin?"", ""Uyu-z böceği."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J177,"En çok hangi ilimiz meraklıdır?","[""Hangisi?"", ""Merak-lı."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J178,"Hangi dağda çiçek açmaz?","[""Hangisinde?"", ""Kısır Dağı'nda."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J179,"Nasreddin Hoca pazarda eşeğini kaybetmiş, bir yandan da türkü söylüyormuş. 'Hocam' demişler, 'eşeğini kaybettin, ne diye seviniyorsun?' Hoca cevaplamış: 'Ya üstünde ben de olsaydım?'","[""Hoca'nın iyimserliği."", ""Kötünün iyisi."", ""Hahaha!""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J180,"En çok hangi hayvanın beli ağrır?","[""Hangisinin?"", ""Bel-uga."", ""Balina beli.""]",Kelime_Oyunu,,TR,Genel
J181,"Hangi kalem uçmaz?","[""Hangisi?"", ""Tükenmez kalem."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J182,"En çok hangi ilimizde dondurma yenir?","[""Hangisinde?"", ""Van-ilya."", ""Dondurmalı şehir.""]",Kelime_Oyunu,,TR,Genel
J183,"Adamın biri o kadar oburmuş ki, rüyasında bile yemek yiyormuş.","[""İnanılmaz."", ""Oburluğun bu kadarı."", ""Afiyet olsun.""]",Absurt_Mizah,,TR,Genel
J184,"Hangi gezegende su yoktur?","[""Hangisinde?"", ""Mars. Çünkü 'mar-su' yok."", ""Bu olmadı.""]",Bilimsel_Espri,Astronomi,TR,Genel
J185,"En çok hangi ilimiz soğuktur?","[""Hangisi?"", ""Don-durma."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J186,"Hangi zarda altı yoktur?","[""Hangisinde?"", ""Kulak zarında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J187,"En çok hangi hayvanın sesi kısılır?","[""Hangisinin?"", ""Kıs-takulak."", ""Bu zorlama.""]",Kelime_Oyunu,,TR,Genel
J188,"Hangi masalda kurt yoktur?","[""Hangisinde?"", ""Pamuk Prenses ve Yedi Cüceler."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J189,"En çok hangi hayvanın canı tatlıdır?","[""Hangisinin?"", ""Tatlı su balığının."", ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J190,"Hangi savaşta askerler ölmez?","[""Hangisinde?"", ""Satranç savaşında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J191,"Hangi piller patlamaz?","[""Hangisi?"", ""Tor-piller."", ""Tehlikeli.""]",Kelime_Oyunu,,TR,Genel
J192,"En çok hangi ilimiz küçüktür?","[""Hangisi?"", ""Mini-sota."", ""Bu Türkiye'de değil.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J193,"Temel, bir gün uçağa binmiş. Pilot anons yapmış: 'Lütfen kemerlerinizi bağlayın, kalkışa geçiyoruz.' Temel yanındakine sormuş: 'Uçak da mı acemi, daha yeni mi kalkıyor?'","[""Temel ve teknoloji."", ""Hahaha!"", ""Pilotun işi zor.""]",Bolgesel_Fikra,Temel,TR,Genel
J194,"En çok hangi hayvanın tırnağı batar?","[""Hangisinin?"", ""Bat-man."", ""Yarasa adam.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J195,"Hangi saat doğruyu göstermez?","[""Hangisi?"", ""Bozuk saat."", ""Günde iki kez hariç.""]",Soguk_Espri,,TR,Genel
J196,"En çok hangi ilimizde banyo yapılır?","[""Hangisinde?"", ""Banyo-lu."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J197,"Hangi derenin suyu içilmez?","[""Hangisinin?"", ""Ter-sakan deresi."", ""Ters akan dere.""]",Kelime_Oyunu,,TR,Genel
J198,"En çok hangi hayvanın beli incedir?","[""Hangisinin?"", ""İnce-k."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J199,"Hangi tarakta diş yoktur?","[""Hangisinde?"", ""Arı kovanı peteğinde (tarak).""," ""Doğru.""]",Soguk_Espri,,TR,Genel
J200,"Bir virüs diğerine ne demiş?","[""Ne demiş?"", ""Aşkım, sana host oluyorum."", ""Biyolojik aşk.""]",Bilimsel_Espri,Biyoloji,TR,Genel
J201,"Adamın biri her şeye 'evet' diyormuş. Neden?","[""Neden?"", ""Çünkü 'hayır' demeyi bilmiyormuş."", ""Basit.""]",Soguk_Espri,,TR,Genel
J202,"Hangi macunla duvar örülür?","[""Hangisiyle?"", ""İnşaat macunuyla."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J203,"En çok hangi hayvanın adı bilinir?","[""Hangisinin?"", ""Bil-dik."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J204,"Hangi kapıdan girilmez?","[""Hangisinden?"", ""Dolap kapısından."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J205,"Hangi kalem kırılmaz?","[""Hangisi?"", ""Demir kalem."", ""Var mı öyle bir şey?""]",Soguk_Espri,,TR,Genel
J206,"En çok hangi ilimizde gül vardır?","[""Hangisinde?"", ""Gül-şehir."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J207,"Hangi yolda yürünmez?","[""Hangisinde?"", ""Samanyolu'nda."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J208,"Hangi ağaçta meyve olmaz?","[""Hangisinde?"", ""Soyağacında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J209,"En çok hangi hayvanın dişi yoktur?","[""Hangisinin?"", ""Dişi olmayan hayvanın."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J210,"Hangi bağda düğüm atılmaz?","[""Hangisinde?"", ""Gönül bağında."", ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J211,"Hangi pazar günü tatil değildir?","[""Hangisi?"", ""Semt pazarı."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J212,"Hangi kalemle resim yapılmaz?","[""Hangisiyle?"", ""Tükenmez kalemle."", ""Zor olur.""]",Soguk_Espri,,TR,Genel
J213,"Hangi evde oturulmaz?","[""Hangisinde?"", ""Karınca evinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J214,"Hangi derenin suyu acıdır?","[""Hangisinin?"", ""Acı-su deresi."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J215,"Beyaz besin geldi mi?","[""Geldi!"", ""Saflık zamanı!"", ""Temiz enerji.""]",Rituel,Sim_Ozel,TR,Genel
J216,"En çok hangi ilimizde deniz vardır?","[""Hangisinde?"", ""Deniz-li."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J217,"Hangi karpuz yenmez?","[""Hangisi?"", ""Kar-puz."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J218,"Hangi balık yüzemez?","[""Hangisi?"", ""Kızarmış balık."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J219,"Hangi kalemle yazı yazmak en zevklidir?","[""Hangisiyle?"", ""Kader kalemiyle."", ""Felsefi.""]",Felsefi_Mizah,,TR,Genel
J220,"Hangi at zıplamaz?","[""Hangisi?"", ""Satranç atı."", ""'L' şeklinde gider.""]",Soguk_Espri,,TR,Genel
J221,"En çok hangi ilimizde rüzgar eser?","[""Hangisinde?"", ""Esen-yurt."", ""Doğru.""]",Kelime_Oyunu,,TR,Genel
J222,"Hangi derenin suyu tatlıdır?","[""Hangisinin?"", ""Tatlı-su deresi."", ""Adı üstünde.""]",Kelime_Oyunu,,TR,Genel
J223,"En çok hangi hayvanın beli ağrımaz?","[""Hangisinin?"", ""Yılanın."", ""Beli yok ki.""]",Soguk_Espri,,TR,Genel
J224,"Hangi evde ışık yanmaz?","[""Hangisinde?"", ""Kuş evinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J225,"En çok hangi ilimizde dağ vardır?","[""Hangisinde?"", ""Dağ-lıca."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J226,"Hangi ayda 32 gün vardır?","[""Hangisinde?"", ""Hiçbirinde."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J227,"En çok hangi hayvanın sesi güzel değildir?","[""Hangisinin?"", ""Karganın."", ""Gak gak.""]",Soguk_Espri,,TR,Genel
J228,"Hangi tarlada ekin biçilmez?","[""Hangisinde?"", ""Futbol tarlasında."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J229,"En çok hangi ilimizde orman vardır?","[""Hangisinde?"", ""Orman-iye."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J230,"Hangi filin hortumu yoktur?","[""Hangisinin?"", ""Porselen filin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J231,"En çok hangi hayvanın gözü büyüktür?","[""Hangisinin?"", ""Dev-e kuşunun."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J232,"Hangi yolda trafik olmaz?","[""Hangisinde?"", ""Köy yolunda."", ""Genellikle.""]",Soguk_Espri,,TR,Genel
J233,"Hangi derede balık olmaz?","[""Hangisinde?"", ""Kuru derede."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J234,"En çok hangi ilimizde karpuz yetişir?","[""Hangisinde?"", ""Diyarbakır."", ""Bu şaka değil.""]",Soguk_Espri,,TR,Genel
J235,"Hangi ayda en az gün vardır?","[""Hangisinde?"", ""Şubat."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J236,"En çok hangi hayvanın boynu uzundur?","[""Hangisinin?"", ""Zürafanın."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J237,"Hangi tasta çorba içilmez?","[""Hangisinde?"", ""Kafatasında."", ""Bu kara mizahtı.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J238,"En çok hangi ilimizde fındık yetişir?","[""Hangisinde?"", ""Giresun, Ordu."", ""Bu da gerçek.""]",Soguk_Espri,,TR,Genel
J239,"Hangi kalenin kapısı yoktur?","[""Hangisinin?"", ""Kumdan kalenin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J240,"En çok hangi hayvanın tüyü dökülür?","[""Hangisinin?"", ""Tüy-döken."", ""Bu olmadı.""]",Kelime_Oyunu,,TR,Genel
J241,"Hangi bağda yaprak yoktur?","[""Hangisinde?"", ""Kalp bağında."", ""Doğru.""]",Felsefi_Mizah,,TR,Genel
J242,"En çok hangi ilimizde çay içilir?","[""Hangisinde?"", ""Rize."", ""Bu da doğru.""]",Soguk_Espri,,TR,Genel
J243,"Hangi masada yemek yenmez?","[""Hangisinde?"", ""Ameliyat masasında."", ""Doğru.""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J244,"En çok hangi hayvanın adı kısadır?","[""Hangisinin?"", ""At."", ""Tek hece.""]",Soguk_Espri,,TR,Genel
J245,"Hangi yolda araba gitmez?","[""Hangisinde?"", ""Patika yolda."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J246,"En çok hangi ilimizde pamuk yetişir?","[""Hangisinde?"", ""Adana, Şanlıurfa."", ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J247,"Hangi köprüden geçilmez?","[""Hangisinden?"", ""Diş köprüsünden."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J248,"En çok hangi hayvanın boynuzu vardır?","[""Hangisinin?"", ""Keçinin."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J249,"Hangi fırında ekmek pişmez?","[""Hangisinde?"", ""Taş fırında."", ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J250,"En çok hangi ilimizde kayısı yetişir?","[""Hangisinde?"", ""Malatya."", ""Bu da bilgi.""]",Soguk_Espri,,TR,Genel
J251,"Adamın biri varmış, yedi katlı binadan düşmüş ölmemiş, neden?","[""Neden?"", ""Çünkü adamın adı 'Can'mış, can çıkmamış."", ""Bu çok kötüydü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J252,"Hangi devlet dairesinde işler hiç yürümez?","[""Hangisinde?"", ""Mezarlıklar Müdürlüğü."", ""Bu kara mizahtı.""]",Kara_Mizah,Olum,TR,Kara_Mizah_Seviye2
J253,"Newton neden yerçekimini keşfetti?","[""Neden?"", ""Çünkü canı elma çekmişti."", ""Bu iyiydi!""]",Bilimsel_Espri,Fizik,TR,Genel
J254,"En çok konuşan organ hangisidir?","[""Hangisi?"", ""Çene."", ""Çenesi düşük.""]",Soguk_Espri,,TR,Genel
J255,"Adamın biri o kadar sinirliymiş ki, telefon rehberindeki herkesi aramış.","[""Neden?"", ""Sinirini çıkarmak için."", ""Garip bir yöntem.""]",Absurt_Mizah,,TR,Genel
